,Year,Month,State,Unemployment Rate
2905,2010,Jun,Merced County,17.3
2906,2010,Jul,Merced County,18.0
2907,2010,Aug,Merced County,16.4
2908,2010,Sep,Merced County,15.4
2909,2010,Oct,Merced County,15.4
2910,2010,Nov,Merced County,17.6
2911,2010,Dec,Merced County,18.7
2912,2009,Annual,Merced County,16.6
2913,2009,Jan,Merced County,17.7
2914,2009,Feb,Merced County,18.8
2915,2009,Mar,Merced County,18.8
2916,2009,Apr,Merced County,16.4
2917,2009,May,Merced County,15.5
2918,2009,Jun,Merced County,16.0
2919,2009,Jul,Merced County,16.2
2920,2009,Aug,Merced County,14.9
2921,2009,Sep,Merced County,14.2
2922,2009,Oct,Merced County,15.0
2923,2009,Nov,Merced County,17.1
2924,2009,Dec,Merced County,18.8
2925,2017,Annual,Modoc County,8.1
2926,2017,Jan,Modoc County,11.5
2927,2017,Feb,Modoc County,11.5
2928,2017,Mar,Modoc County,10.7
2929,2017,Apr,Modoc County,8.3
2930,2017,May,Modoc County,7.0
2931,2017,Jun,Modoc County,6.8
2932,2017,Jul,Modoc County,6.8
2933,2017,Aug,Modoc County,6.4
2934,2017,Sep,Modoc County,5.7
2935,2017,Oct,Modoc County,5.9
2936,2017,Nov,Modoc County,7.6
2937,2017,Dec,Modoc County,9.1
2938,2016,Annual,Modoc County,7.8
2939,2016,Jan,Modoc County,10.4
2940,2016,Feb,Modoc County,10.2
2941,2016,Mar,Modoc County,9.9
2942,2016,Apr,Modoc County,7.7
2943,2016,May,Modoc County,6.5
2944,2016,Jun,Modoc County,6.6
2945,2016,Jul,Modoc County,6.8
2946,2016,Aug,Modoc County,6.4
2947,2016,Sep,Modoc County,6.5
2948,2016,Oct,Modoc County,6.8
2949,2016,Nov,Modoc County,7.6
2950,2016,Dec,Modoc County,9.0
2951,2015,Annual,Modoc County,8.6
2952,2015,Jan,Modoc County,11.8
2953,2015,Feb,Modoc County,11.3
2954,2015,Mar,Modoc County,10.5
2955,2015,Apr,Modoc County,8.3
2956,2015,May,Modoc County,8.1
2957,2015,Jun,Modoc County,7.5
2958,2015,Jul,Modoc County,7.9
2959,2015,Aug,Modoc County,7.2
2960,2015,Sep,Modoc County,6.7
2961,2015,Oct,Modoc County,7.1
2962,2015,Nov,Modoc County,7.9
2963,2015,Dec,Modoc County,9.1
2964,2014,Annual,Modoc County,10.2
2965,2014,Jan,Modoc County,13.8
2966,2014,Feb,Modoc County,14.0
2967,2014,Mar,Modoc County,13.3
2968,2014,Apr,Modoc County,10.7
2969,2014,May,Modoc County,9.3
2970,2014,Jun,Modoc County,8.7
2971,2014,Jul,Modoc County,8.9
2972,2014,Aug,Modoc County,8.6
2973,2014,Sep,Modoc County,8.0
2974,2014,Oct,Modoc County,8.2
2975,2014,Nov,Modoc County,9.5
2976,2014,Dec,Modoc County,10.4
2977,2013,Annual,Modoc County,12.3
2978,2013,Jan,Modoc County,16.5
2979,2013,Feb,Modoc County,15.9
2980,2013,Mar,Modoc County,14.8
2981,2013,Apr,Modoc County,12.8
2982,2013,May,Modoc County,11.2
2983,2013,Jun,Modoc County,11.0
2984,2013,Jul,Modoc County,11.2
2985,2013,Aug,Modoc County,10.4
2986,2013,Sep,Modoc County,10.0
2987,2013,Oct,Modoc County,10.4
2988,2013,Nov,Modoc County,11.5
2989,2013,Dec,Modoc County,11.8
2990,2012,Annual,Modoc County,14.4
2991,2012,Jan,Modoc County,17.7
2992,2012,Feb,Modoc County,17.6
2993,2012,Mar,Modoc County,17.0
2994,2012,Apr,Modoc County,15.9
2995,2012,May,Modoc County,14.2
2996,2012,Jun,Modoc County,13.2
2997,2012,Jul,Modoc County,13.2
2998,2012,Aug,Modoc County,12.4
2999,2012,Sep,Modoc County,11.6
3000,2012,Oct,Modoc County,11.8
3001,2012,Nov,Modoc County,13.3
3002,2012,Dec,Modoc County,15.3
3003,2011,Annual,Modoc County,16.0
3004,2011,Jan,Modoc County,19.6
3005,2011,Feb,Modoc County,19.1
3006,2011,Mar,Modoc County,19.0
3007,2011,Apr,Modoc County,16.7
3008,2011,May,Modoc County,15.2
3009,2011,Jun,Modoc County,15.0
3010,2011,Jul,Modoc County,14.4
3011,2011,Aug,Modoc County,13.9
3012,2011,Sep,Modoc County,13.8
3013,2011,Oct,Modoc County,14.0
3014,2011,Nov,Modoc County,15.3
3015,2011,Dec,Modoc County,16.2
3016,2010,Annual,Modoc County,15.2
3017,2010,Jan,Modoc County,17.6
3018,2010,Feb,Modoc County,17.8
3019,2010,Mar,Modoc County,17.1
3020,2010,Apr,Modoc County,15.7
3021,2010,May,Modoc County,14.1
3022,2010,Jun,Modoc County,13.7
3023,2010,Jul,Modoc County,13.7
3024,2010,Aug,Modoc County,13.2
3025,2010,Sep,Modoc County,13.2
3026,2010,Oct,Modoc County,13.4
3027,2010,Nov,Modoc County,16.0
3028,2010,Dec,Modoc County,17.2
3029,2009,Annual,Modoc County,12.1
3030,2009,Jan,Modoc County,15.2
3031,2009,Feb,Modoc County,15.6
3032,2009,Mar,Modoc County,15.0
3033,2009,Apr,Modoc County,12.5
3034,2009,May,Modoc County,10.9
3035,2009,Jun,Modoc County,10.7
3036,2009,Jul,Modoc County,10.2
3037,2009,Aug,Modoc County,9.8
3038,2009,Sep,Modoc County,9.9
3039,2009,Oct,Modoc County,10.9
3040,2009,Nov,Modoc County,12.1
3041,2009,Dec,Modoc County,13.8
3042,2017,Annual,Mono County,4.4
3043,2017,Jan,Mono County,4.6
3044,2017,Feb,Mono County,4.3
3045,2017,Mar,Mono County,4.1
3046,2017,Apr,Mono County,3.5
3047,2017,May,Mono County,4.6
3048,2017,Jun,Mono County,4.8
3049,2017,Jul,Mono County,4.7
3050,2017,Aug,Mono County,4.7
3051,2017,Sep,Mono County,4.4
3052,2017,Oct,Mono County,4.9
3053,2017,Nov,Mono County,4.7
3054,2017,Dec,Mono County,4.0
3055,2016,Annual,Mono County,5.4
3056,2016,Jan,Mono County,5.1
3057,2016,Feb,Mono County,5.1
3058,2016,Mar,Mono County,5.1
3059,2016,Apr,Mono County,4.7
3060,2016,May,Mono County,6.4
3061,2016,Jun,Mono County,5.7
3062,2016,Jul,Mono County,5.4
3063,2016,Aug,Mono County,5.1
3064,2016,Sep,Mono County,5.3
3065,2016,Oct,Mono County,6.2
3066,2016,Nov,Mono County,6.0
3067,2016,Dec,Mono County,4.6
3068,2015,Annual,Mono County,6.1
3069,2015,Jan,Mono County,5.7
3070,2015,Feb,Mono County,5.6
3071,2015,Mar,Mono County,5.7
3072,2015,Apr,Mono County,6.8
3073,2015,May,Mono County,8.2
3074,2015,Jun,Mono County,6.8
3075,2015,Jul,Mono County,5.7
3076,2015,Aug,Mono County,5.2
3077,2015,Sep,Mono County,5.5
3078,2015,Oct,Mono County,6.6
3079,2015,Nov,Mono County,6.6
3080,2015,Dec,Mono County,5.3
3081,2014,Annual,Mono County,7.1
3082,2014,Jan,Mono County,7.4
3083,2014,Feb,Mono County,7.9
3084,2014,Mar,Mono County,7.5
3085,2014,Apr,Mono County,6.4
3086,2014,May,Mono County,7.9
3087,2014,Jun,Mono County,7.4
3088,2014,Jul,Mono County,6.9
3089,2014,Aug,Mono County,6.5
3090,2014,Sep,Mono County,6.3
3091,2014,Oct,Mono County,7.2
3092,2014,Nov,Mono County,7.3
3093,2014,Dec,Mono County,6.0
3094,2013,Annual,Mono County,8.5
3095,2013,Jan,Mono County,9.0
3096,2013,Feb,Mono County,8.6
3097,2013,Mar,Mono County,8.5
3098,2013,Apr,Mono County,7.8
3099,2013,May,Mono County,9.5
3100,2013,Jun,Mono County,9.0
3101,2013,Jul,Mono County,8.2
3102,2013,Aug,Mono County,7.8
3103,2013,Sep,Mono County,7.9
3104,2013,Oct,Mono County,9.3
3105,2013,Nov,Mono County,9.2
3106,2013,Dec,Mono County,7.7
3107,2012,Annual,Mono County,10.3
3108,2012,Jan,Mono County,9.8
3109,2012,Feb,Mono County,9.6
3110,2012,Mar,Mono County,10.1
3111,2012,Apr,Mono County,9.6
3112,2012,May,Mono County,12.4
3113,2012,Jun,Mono County,11.8
3114,2012,Jul,Mono County,10.8
3115,2012,Aug,Mono County,10.1
3116,2012,Sep,Mono County,9.7
3117,2012,Oct,Mono County,10.8
3118,2012,Nov,Mono County,10.4
3119,2012,Dec,Mono County,9.0
3120,2011,Annual,Mono County,10.1
3121,2011,Jan,Mono County,8.4
3122,2011,Feb,Mono County,8.5
3123,2011,Mar,Mono County,8.2
3124,2011,Apr,Mono County,8.1
3125,2011,May,Mono County,12.4
3126,2011,Jun,Mono County,12.1
3127,2011,Jul,Mono County,10.7
3128,2011,Aug,Mono County,10.1
3129,2011,Sep,Mono County,10.4
3130,2011,Oct,Mono County,12.1
3131,2011,Nov,Mono County,11.2
3132,2011,Dec,Mono County,9.4
3133,2010,Annual,Mono County,10.2
3134,2010,Jan,Mono County,8.9
3135,2010,Feb,Mono County,8.6
3136,2010,Mar,Mono County,9.0
3137,2010,Apr,Mono County,8.3
3138,2010,May,Mono County,12.4
3139,2010,Jun,Mono County,11.9
3140,2010,Jul,Mono County,10.3
3141,2010,Aug,Mono County,10.0
3142,2010,Sep,Mono County,10.5
3143,2010,Oct,Mono County,12.4
3144,2010,Nov,Mono County,11.9
3145,2010,Dec,Mono County,8.8
3146,2009,Annual,Mono County,8.8
3147,2009,Jan,Mono County,6.2
3148,2009,Feb,Mono County,6.9
3149,2009,Mar,Mono County,7.2
3150,2009,Apr,Mono County,6.9
3151,2009,May,Mono County,10.5
3152,2009,Jun,Mono County,10.9
3153,2009,Jul,Mono County,9.3
3154,2009,Aug,Mono County,9.0
3155,2009,Sep,Mono County,8.9
3156,2009,Oct,Mono County,11.0
3157,2009,Nov,Mono County,10.7
3158,2009,Dec,Mono County,8.9
3159,2017,Annual,Monterey County,7.2
3160,2017,Jan,Monterey County,11.5
3161,2017,Feb,Monterey County,11.7
3162,2017,Mar,Monterey County,10.8
3163,2017,Apr,Monterey County,7.8
3164,2017,May,Monterey County,5.9
3165,2017,Jun,Monterey County,5.5
3166,2017,Jul,Monterey County,5.4
3167,2017,Aug,Monterey County,5.2
3168,2017,Sep,Monterey County,4.5
3169,2017,Oct,Monterey County,4.6
3170,2017,Nov,Monterey County,5.5
3171,2017,Dec,Monterey County,8.5
3172,2016,Annual,Monterey County,7.6
3173,2016,Jan,Monterey County,11.8
3174,2016,Feb,Monterey County,11.3
3175,2016,Mar,Monterey County,11.0
3176,2016,Apr,Monterey County,7.6
3177,2016,May,Monterey County,6.1
3178,2016,Jun,Monterey County,6.0
3179,2016,Jul,Monterey County,5.9
3180,2016,Aug,Monterey County,5.6
3181,2016,Sep,Monterey County,5.3
3182,2016,Oct,Monterey County,5.5
3183,2016,Nov,Monterey County,6.7
3184,2016,Dec,Monterey County,10.2
3185,2015,Annual,Monterey County,8.1
3186,2015,Jan,Monterey County,12.5
3187,2015,Feb,Monterey County,12.0
3188,2015,Mar,Monterey County,10.6
3189,2015,Apr,Monterey County,7.8
3190,2015,May,Monterey County,7.0
3191,2015,Jun,Monterey County,6.6
3192,2015,Jul,Monterey County,6.4
3193,2015,Aug,Monterey County,5.9
3194,2015,Sep,Monterey County,5.4
3195,2015,Oct,Monterey County,5.8
3196,2015,Nov,Monterey County,7.7
3197,2015,Dec,Monterey County,10.5
3198,2014,Annual,Monterey County,9.0
3199,2014,Jan,Monterey County,13.4
3200,2014,Feb,Monterey County,13.2
3201,2014,Mar,Monterey County,12.3
3202,2014,Apr,Monterey County,9.0
3203,2014,May,Monterey County,7.5
3204,2014,Jun,Monterey County,7.2
3205,2014,Jul,Monterey County,7.4
3206,2014,Aug,Monterey County,6.9
3207,2014,Sep,Monterey County,6.4
3208,2014,Oct,Monterey County,6.6
3209,2014,Nov,Monterey County,8.4
3210,2014,Dec,Monterey County,11.2
3211,2013,Annual,Monterey County,10.3
3212,2013,Jan,Monterey County,15.3
3213,2013,Feb,Monterey County,14.4
3214,2013,Mar,Monterey County,13.3
3215,2013,Apr,Monterey County,10.5
3216,2013,May,Monterey County,8.7
3217,2013,Jun,Monterey County,8.7
3218,2013,Jul,Monterey County,8.5
3219,2013,Aug,Monterey County,8.2
3220,2013,Sep,Monterey County,7.8
3221,2013,Oct,Monterey County,8.0
3222,2013,Nov,Monterey County,9.4
3223,2013,Dec,Monterey County,12.1
3224,2012,Annual,Monterey County,11.6
3225,2012,Jan,Monterey County,16.3
3226,2012,Feb,Monterey County,16.0
3227,2012,Mar,Monterey County,14.8
3228,2012,Apr,Monterey County,12.1
3229,2012,May,Monterey County,10.2
3230,2012,Jun,Monterey County,10.0
3231,2012,Jul,Monterey County,9.9
3232,2012,Aug,Monterey County,9.5
3233,2012,Sep,Monterey County,8.7
3234,2012,Oct,Monterey County,8.9
3235,2012,Nov,Monterey County,9.9
3236,2012,Dec,Monterey County,13.7
3237,2011,Annual,Monterey County,12.7
3238,2011,Jan,Monterey County,17.5
3239,2011,Feb,Monterey County,17.1
3240,2011,Mar,Monterey County,16.4
3241,2011,Apr,Monterey County,12.5
3242,2011,May,Monterey County,10.8
3243,2011,Jun,Monterey County,10.9
3244,2011,Jul,Monterey County,10.7
3245,2011,Aug,Monterey County,10.5
3246,2011,Sep,Monterey County,10.2
3247,2011,Oct,Monterey County,10.2
3248,2011,Nov,Monterey County,11.1
3249,2011,Dec,Monterey County,15.3
3250,2010,Annual,Monterey County,12.7
3251,2010,Jan,Monterey County,17.6
3252,2010,Feb,Monterey County,17.5
3253,2010,Mar,Monterey County,16.6
3254,2010,Apr,Monterey County,12.2
3255,2010,May,Monterey County,10.6
3256,2010,Jun,Monterey County,10.3
3257,2010,Jul,Monterey County,10.4
3258,2010,Aug,Monterey County,10.2
3259,2010,Sep,Monterey County,10.0
3260,2010,Oct,Monterey County,10.2
3261,2010,Nov,Monterey County,12.2
3262,2010,Dec,Monterey County,16.4
3263,2009,Annual,Monterey County,11.5
3264,2009,Jan,Monterey County,15.0
3265,2009,Feb,Monterey County,15.4
3266,2009,Mar,Monterey County,14.6
3267,2009,Apr,Monterey County,10.7
3268,2009,May,Monterey County,9.4
3269,2009,Jun,Monterey County,9.5
3270,2009,Jul,Monterey County,9.5
3271,2009,Aug,Monterey County,9.3
3272,2009,Sep,Monterey County,9.2
3273,2009,Oct,Monterey County,9.7
3274,2009,Nov,Monterey County,11.0
3275,2009,Dec,Monterey County,15.9
3276,2017,Annual,Napa County,3.6
3277,2017,Jan,Napa County,4.9
3278,2017,Feb,Napa County,4.3
3279,2017,Mar,Napa County,3.9
3280,2017,Apr,Napa County,3.5
3281,2017,May,Napa County,3.2
3282,2017,Jun,Napa County,3.5
3283,2017,Jul,Napa County,3.6
3284,2017,Aug,Napa County,3.5
3285,2017,Sep,Napa County,3.0
3286,2017,Oct,Napa County,3.2
3287,2017,Nov,Napa County,3.4
3288,2017,Dec,Napa County,3.6
3289,2016,Annual,Napa County,4.3
3290,2016,Jan,Napa County,5.1
3291,2016,Feb,Napa County,4.7
3292,2016,Mar,Napa County,4.7
3293,2016,Apr,Napa County,4.1
3294,2016,May,Napa County,3.6
3295,2016,Jun,Napa County,4.1
3296,2016,Jul,Napa County,4.2
3297,2016,Aug,Napa County,4.1
3298,2016,Sep,Napa County,3.9
3299,2016,Oct,Napa County,3.9
3300,2016,Nov,Napa County,4.4
3301,2016,Dec,Napa County,4.7
3302,2015,Annual,Napa County,4.6
3303,2015,Jan,Napa County,5.8
3304,2015,Feb,Napa County,5.2
3305,2015,Mar,Napa County,4.9
3306,2015,Apr,Napa County,4.3
3307,2015,May,Napa County,4.2
3308,2015,Jun,Napa County,4.3
3309,2015,Jul,Napa County,4.5
3310,2015,Aug,Napa County,4.2
3311,2015,Sep,Napa County,3.8
3312,2015,Oct,Napa County,4.3
3313,2015,Nov,Napa County,4.9
3314,2015,Dec,Napa County,5.1
3315,2014,Annual,Napa County,5.7
3316,2014,Jan,Napa County,7.0
3317,2014,Feb,Napa County,6.7
3318,2014,Mar,Napa County,6.4
3319,2014,Apr,Napa County,5.3
3320,2014,May,Napa County,5.1
3321,2014,Jun,Napa County,5.3
3322,2014,Jul,Napa County,5.7
3323,2014,Aug,Napa County,5.4
3324,2014,Sep,Napa County,4.9
3325,2014,Oct,Napa County,4.9
3326,2014,Nov,Napa County,5.7
3327,2014,Dec,Napa County,5.7
3328,2013,Annual,Napa County,6.9
3329,2013,Jan,Napa County,8.9
3330,2013,Feb,Napa County,7.9
3331,2013,Mar,Napa County,7.5
3332,2013,Apr,Napa County,6.8
3333,2013,May,Napa County,6.3
3334,2013,Jun,Napa County,6.8
3335,2013,Jul,Napa County,6.9
3336,2013,Aug,Napa County,6.5
3337,2013,Sep,Napa County,6.0
3338,2013,Oct,Napa County,6.1
3339,2013,Nov,Napa County,6.7
3340,2013,Dec,Napa County,6.8
3341,2012,Annual,Napa County,8.4
3342,2012,Jan,Napa County,10.0
3343,2012,Feb,Napa County,9.6
3344,2012,Mar,Napa County,9.4
3345,2012,Apr,Napa County,8.8
3346,2012,May,Napa County,8.0
3347,2012,Jun,Napa County,8.3
3348,2012,Jul,Napa County,8.4
3349,2012,Aug,Napa County,8.0
3350,2012,Sep,Napa County,7.3
3351,2012,Oct,Napa County,7.2
3352,2012,Nov,Napa County,7.9
3353,2012,Dec,Napa County,8.5
3354,2011,Annual,Napa County,9.8
3355,2011,Jan,Napa County,11.4
3356,2011,Feb,Napa County,10.9
3357,2011,Mar,Napa County,10.7
3358,2011,Apr,Napa County,10.0
3359,2011,May,Napa County,9.0
3360,2011,Jun,Napa County,9.6
3361,2011,Jul,Napa County,9.7
3362,2011,Aug,Napa County,9.4
3363,2011,Sep,Napa County,9.0
3364,2011,Oct,Napa County,8.6
3365,2011,Nov,Napa County,9.2
3366,2011,Dec,Napa County,9.8
3367,2010,Annual,Napa County,10.3
3368,2010,Jan,Napa County,11.4
3369,2010,Feb,Napa County,11.1
3370,2010,Mar,Napa County,11.2
3371,2010,Apr,Napa County,10.4
3372,2010,May,Napa County,9.4
3373,2010,Jun,Napa County,9.8
3374,2010,Jul,Napa County,9.7
3375,2010,Aug,Napa County,9.8
3376,2010,Sep,Napa County,9.6
3377,2010,Oct,Napa County,9.2
3378,2010,Nov,Napa County,10.7
3379,2010,Dec,Napa County,11.2
3380,2009,Annual,Napa County,8.4
3381,2009,Jan,Napa County,8.0
3382,2009,Feb,Napa County,8.1
3383,2009,Mar,Napa County,8.5
3384,2009,Apr,Napa County,7.8
3385,2009,May,Napa County,7.6
3386,2009,Jun,Napa County,8.2
3387,2009,Jul,Napa County,8.2
3388,2009,Aug,Napa County,8.4
3389,2009,Sep,Napa County,8.1
3390,2009,Oct,Napa County,8.2
3391,2009,Nov,Napa County,9.3
3392,2009,Dec,Napa County,9.9
3393,2017,Annual,Nevada County,4.1
3394,2017,Jan,Nevada County,5.0
3395,2017,Feb,Nevada County,4.8
3396,2017,Mar,Nevada County,4.4
3397,2017,Apr,Nevada County,4.0
3398,2017,May,Nevada County,3.8
3399,2017,Jun,Nevada County,4.1
3400,2017,Jul,Nevada County,4.4
3401,2017,Aug,Nevada County,4.2
3402,2017,Sep,Nevada County,3.8
3403,2017,Oct,Nevada County,3.6
3404,2017,Nov,Nevada County,3.6
3405,2017,Dec,Nevada County,3.5
3406,2016,Annual,Nevada County,4.8
3407,2016,Jan,Nevada County,5.2
3408,2016,Feb,Nevada County,5.1
3409,2016,Mar,Nevada County,5.1
3410,2016,Apr,Nevada County,4.7
3411,2016,May,Nevada County,4.5
3412,2016,Jun,Nevada County,4.8
3413,2016,Jul,Nevada County,5.0
3414,2016,Aug,Nevada County,4.7
3415,2016,Sep,Nevada County,4.6
3416,2016,Oct,Nevada County,4.6
3417,2016,Nov,Nevada County,4.5
3418,2016,Dec,Nevada County,4.5
3419,2015,Annual,Nevada County,5.4
3420,2015,Jan,Nevada County,6.1
3421,2015,Feb,Nevada County,5.9
3422,2015,Mar,Nevada County,5.8
3423,2015,Apr,Nevada County,5.6
3424,2015,May,Nevada County,5.4
3425,2015,Jun,Nevada County,5.4
3426,2015,Jul,Nevada County,5.7
3427,2015,Aug,Nevada County,5.1
3428,2015,Sep,Nevada County,4.8
3429,2015,Oct,Nevada County,5.0
3430,2015,Nov,Nevada County,5.1
3431,2015,Dec,Nevada County,4.9
3432,2014,Annual,Nevada County,6.5
3433,2014,Jan,Nevada County,7.4
3434,2014,Feb,Nevada County,7.4
3435,2014,Mar,Nevada County,7.4
3436,2014,Apr,Nevada County,6.4
3437,2014,May,Nevada County,6.5
3438,2014,Jun,Nevada County,6.5
3439,2014,Jul,Nevada County,6.8
3440,2014,Aug,Nevada County,6.5
3441,2014,Sep,Nevada County,5.9
3442,2014,Oct,Nevada County,5.9
3443,2014,Nov,Nevada County,6.1
3444,2014,Dec,Nevada County,5.6
3445,2013,Annual,Nevada County,8.1
3446,2013,Jan,Nevada County,9.3
3447,2013,Feb,Nevada County,9.0
3448,2013,Mar,Nevada County,8.7
3449,2013,Apr,Nevada County,8.2
3450,2013,May,Nevada County,8.1
3451,2013,Jun,Nevada County,8.3
3452,2013,Jul,Nevada County,8.3
3453,2013,Aug,Nevada County,7.7
3454,2013,Sep,Nevada County,7.5
3455,2013,Oct,Nevada County,7.6
3456,2013,Nov,Nevada County,7.5
3457,2013,Dec,Nevada County,7.1
3458,2012,Annual,Nevada County,9.7
3459,2012,Jan,Nevada County,10.6
3460,2012,Feb,Nevada County,10.6
3461,2012,Mar,Nevada County,10.5
3462,2012,Apr,Nevada County,9.9
3463,2012,May,Nevada County,10.0
3464,2012,Jun,Nevada County,10.1
3465,2012,Jul,Nevada County,10.2
3466,2012,Aug,Nevada County,9.3
3467,2012,Sep,Nevada County,8.8
3468,2012,Oct,Nevada County,9.0
3469,2012,Nov,Nevada County,8.9
3470,2012,Dec,Nevada County,9.0
3471,2011,Annual,Nevada County,11.1
3472,2011,Jan,Nevada County,11.9
3473,2011,Feb,Nevada County,11.7
3474,2011,Mar,Nevada County,11.6
3475,2011,Apr,Nevada County,11.0
3476,2011,May,Nevada County,11.2
3477,2011,Jun,Nevada County,11.5
3478,2011,Jul,Nevada County,11.3
3479,2011,Aug,Nevada County,10.9
3480,2011,Sep,Nevada County,10.5
3481,2011,Oct,Nevada County,10.6
3482,2011,Nov,Nevada County,10.5
3483,2011,Dec,Nevada County,10.2
3484,2010,Annual,Nevada County,11.7
3485,2010,Jan,Nevada County,12.2
3486,2010,Feb,Nevada County,12.1
3487,2010,Mar,Nevada County,12.2
3488,2010,Apr,Nevada County,11.5
3489,2010,May,Nevada County,11.7
3490,2010,Jun,Nevada County,11.6
3491,2010,Jul,Nevada County,11.8
3492,2010,Aug,Nevada County,11.5
3493,2010,Sep,Nevada County,11.1
3494,2010,Oct,Nevada County,11.4
3495,2010,Nov,Nevada County,12.2
3496,2010,Dec,Nevada County,11.5
3497,2009,Annual,Nevada County,10.3
3498,2009,Jan,Nevada County,9.4
3499,2009,Feb,Nevada County,9.9
3500,2009,Mar,Nevada County,10.5
3501,2009,Apr,Nevada County,9.8
3502,2009,May,Nevada County,10.2
3503,2009,Jun,Nevada County,10.6
3504,2009,Jul,Nevada County,10.5
3505,2009,Aug,Nevada County,10.1
3506,2009,Sep,Nevada County,10.2
3507,2009,Oct,Nevada County,10.4
3508,2009,Nov,Nevada County,10.8
3509,2009,Dec,Nevada County,10.8
3510,2017,Annual,Orange County,3.5
3511,2017,Apr,Orange County,0.0
3512,2017,Jul,Orange County,0.0
3513,2017,Aug,Orange County,0.0
3514,2017,Oct,Orange County,0.1
3515,2017,Dec,Orange County,0.0
3516,2016,Annual,Orange County,4.0
3517,2016,Mar,Orange County,0.0
3518,2015,Annual,Orange County,4.5
3519,2014,Annual,Orange County,5.5
3520,2014,Jan,Orange County,0.1
3521,2014,Feb,Orange County,0.0
3522,2014,Sep,Orange County,0.0
3523,2014,Nov,Orange County,0.1
3524,2013,Annual,Orange County,6.6
3525,2013,Aug,Orange County,0.0
3526,2013,Oct,Orange County,0.1
3527,2013,Dec,Orange County,0.1
3528,2012,Annual,Orange County,7.9
3529,2012,Mar,Orange County,0.0
3530,2012,Apr,Orange County,0.0
3531,2012,May,Orange County,0.0
3532,2011,Annual,Orange County,9.1
3533,2010,Annual,Orange County,9.7
3534,2010,Feb,Orange County,0.1
3535,2009,Annual,Orange County,8.7
3536,2009,Jan,Orange County,7.3
3537,2009,Feb,Orange County,7.7
3538,2009,Mar,Orange County,8.2
3539,2009,Apr,Orange County,7.9
3540,2009,May,Orange County,8.2
3541,2009,Jun,Orange County,9.0
3542,2009,Jul,Orange County,9.3
3543,2009,Aug,Orange County,9.3
3544,2009,Sep,Orange County,9.2
3545,2009,Oct,Orange County,9.4
3546,2009,Nov,Orange County,9.2
3547,2009,Dec,Orange County,9.1
3548,2017,Annual,Placer County,3.9
3549,2017,Jan,Placer County,4.6
3550,2017,Feb,Placer County,4.4
3551,2017,Mar,Placer County,4.1
3552,2017,Apr,Placer County,3.8
3553,2017,May,Placer County,3.6
3554,2017,Jun,Placer County,4.0
3555,2017,Jul,Placer County,4.2
3556,2017,Aug,Placer County,4.1
3557,2017,Sep,Placer County,3.6
3558,2017,Oct,Placer County,3.4
3559,2017,Nov,Placer County,3.4
3560,2017,Dec,Placer County,3.2
3561,2016,Annual,Placer County,4.5
3562,2016,Jan,Placer County,4.7
3563,2016,Feb,Placer County,4.7
3564,2016,Mar,Placer County,4.8
3565,2016,Apr,Placer County,4.4
3566,2016,May,Placer County,4.0
3567,2016,Jun,Placer County,4.6
3568,2016,Jul,Placer County,4.8
3569,2016,Aug,Placer County,4.6
3570,2016,Sep,Placer County,4.5
3571,2016,Oct,Placer County,4.5
3572,2016,Nov,Placer County,4.2
3573,2016,Dec,Placer County,4.1
3574,2015,Annual,Placer County,5.1
3575,2015,Jan,Placer County,5.8
3576,2015,Feb,Placer County,5.5
3577,2015,Mar,Placer County,5.3
3578,2015,Apr,Placer County,5.0
3579,2015,May,Placer County,5.0
3580,2015,Jun,Placer County,5.2
3581,2015,Jul,Placer County,5.4
3582,2015,Aug,Placer County,4.9
3583,2015,Sep,Placer County,4.6
3584,2015,Oct,Placer County,4.7
3585,2015,Nov,Placer County,4.7
3586,2015,Dec,Placer County,4.5
3587,2014,Annual,Placer County,6.3
3588,2014,Jan,Placer County,7.0
3589,2014,Feb,Placer County,7.1
3590,2014,Mar,Placer County,7.0
3591,2014,Apr,Placer County,6.0
3592,2014,May,Placer County,6.1
3593,2014,Jun,Placer County,6.2
3594,2014,Jul,Placer County,6.6
3595,2014,Aug,Placer County,6.3
3596,2014,Sep,Placer County,5.9
3597,2014,Oct,Placer County,5.8
3598,2014,Nov,Placer County,5.8
3599,2014,Dec,Placer County,5.3
3600,2013,Annual,Placer County,7.7
3601,2013,Jan,Placer County,8.9
3602,2013,Feb,Placer County,8.4
3603,2013,Mar,Placer County,8.1
3604,2013,Apr,Placer County,7.5
3605,2013,May,Placer County,7.4
3606,2013,Jun,Placer County,8.0
3607,2013,Jul,Placer County,8.0
3608,2013,Aug,Placer County,7.6
3609,2013,Sep,Placer County,7.3
3610,2013,Oct,Placer County,7.4
3611,2013,Nov,Placer County,7.1
3612,2013,Dec,Placer County,6.7
3613,2012,Annual,Placer County,9.4
3614,2012,Jan,Placer County,10.2
3615,2012,Feb,Placer County,10.2
3616,2012,Mar,Placer County,10.0
3617,2012,Apr,Placer County,9.3
3618,2012,May,Placer County,9.3
3619,2012,Jun,Placer County,9.7
3620,2012,Jul,Placer County,9.8
3621,2012,Aug,Placer County,9.3
3622,2012,Sep,Placer County,8.7
3623,2012,Oct,Placer County,8.8
3624,2012,Nov,Placer County,8.5
3625,2012,Dec,Placer County,8.5
3626,2011,Annual,Placer County,10.8
3627,2011,Jan,Placer County,11.7
